chrom,donor,acceptor,intron_length,read_count
chr11,129991705,129992199,494,9
chr11,129996725,129997660,935,8
chr11,129997735,129998942,1207,5
chr11,130010378,130011392,1014,8
chr11,134079371,134080163,792,5
chr12,992225,992560,335,6
chr12,992734,992939,205,5
chr12,993409,993814,405,5
chr12,1003801,1005236,1435,5
chr12,1009836,1017012,7176,5
chr12,1863680,1882007,18327,5
chr12,2907037,2907871,834,6
chr12,2910522,2912316,1794,6
chr12,4657344,4657852,508,9
chr12,6601633,6602027,394,6
chr12,6603320,6604241,921,16
chr12,6623753,6623938,185,5
chr12,6626849,6626944,95,6
chr12,6627125,6630151,3026,6
chr12,6640242,6640492,250,8
chr12,6643735,6643975,240,25
chr12,6644027,6645659,1632,16
chr12,6645759,6645849,90,7
chr12,6645956,6646085,129,13
chr12,6646176,6646266,90,11
chr12,6646382,6646474,92,18
chr12,6647162,6647266,104,9
chr12,6687303,6687574,271,9
chr12,6687712,6688011,299,38
chr12,6688083,6690209,2126,6
chr12,6690554,6690814,260,6
chr12,6692544,6696549,4005,21
chr12,6696725,6696877,152,13
chr12,6703816,6704499,683,5
chr12,6705303,6707059,1756,5
chr12,6710932,6711125,193,6
chr12,6711663,6715439,3776,10
chr12,6715617,6716465,848,5
chr12,6875916,6878768,2852,5
chr12,6878840,6879086,246,8
chr12,6879165,6879322,157,11
chr12,6879384,6879557,173,14
chr12,6978151,6978262,111,5
chr12,6978554,6978851,297,8
chr12,6978937,6979212,275,5
chr12,7075663,7076333,670,7
chr12,14948038,14949740,1702,5
chr12,14952662,14953685,1023,6
chr12,16053946,16055850,1904,5
chr12,21665310,21668602,3292,5
chr12,21790128,21791286,1158,34
chr12,21791404,21794885,3481,10
chr12,21799950,21807476,7526,8
chr12,21807611,21810684,3073,7
chr12,22211634,22213765,2131,10
chr12,22213860,22214214,354,5
chr12,22215368,22218054,2686,5
chr12,24970983,24982756,11773,8
chr12,24982831,24985656,2825,8
chr12,24985797,24989444,3647,6
chr12,24995158,25002719,7561,7
chr12,25031583,25034234,2651,5
chr12,25034345,25047208,12863,5
chr12,27064250,27066389,2139,7
chr12,27867753,27869223,1470,6
chr12,27872801,27876979,4178,7
chr12,29503001,29509314,6313,5
chr12,29510657,29514577,3920,7
chr12,30787220,30789915,2695,5
chr12,42707000,42707491,491,15
chr12,42707567,42707675,108,12
chr12,44140041,44142252,2211,5
chr12,46315977,46316245,268,5
chr12,46328068,46328229,161,7
chr12,46339096,46342219,3123,5
chr12,46765162,46766291,1129,22
chr12,48080690,48081658,968,5
chr12,48081784,48082907,1123,12
chr12,48095387,48096470,1083,5
chr12,49233889,49237722,3833,6
chr12,50135394,50146246,10852,12
chr12,50146332,50146755,423,5
chr12,50152545,50153003,458,7
chr12,50155562,50156655,1093,8
chr12,50831621,50834221,2600,7
chr12,50834332,50835372,1040,5
chr12,50856413,50860741,4328,6
chr12,51319319,51323696,4377,5
chr12,53410394,53412581,2187,8
chr12,53412790,53413693,903,9
chr12,53413810,53415589,1779,5
chr12,53415644,53416276,632,15
chr12,53421703,53421798,95,14
chr12,53421972,53427589,5617,12
chr12,53427818,53428395,577,42
chr12,53428493,53431192,2699,14
chr12,53431406,53432139,733,5
chr12,53432195,53433021,826,23
chr12,53433127,53433413,286,38
chr12,53691708,53691828,120,13
chr12,53691934,53693052,1118,6
chr12,53846160,53848509,2349,21
chr12,53848653,53849130,477,17
chr12,53849154,53849244,90,34
chr12,53849277,53849668,391,46
chr12,53849785,53853055,3270,20
chr12,53853187,53854798,1611,19
chr12,53854927,53856264,1337,8
chr12,53854927,53856276,1349,8
chr12,53856351,53858543,2192,13
chr12,53856351,53859715,3364,5
chr12,53858636,53859715,1079,13
chr12,53859757,53861004,1247,15
chr12,53861077,53861588,511,12
chr12,53861077,53862560,1483,6
chr12,53861627,53862560,933,12
chr12,53862616,53865421,2805,6
chr12,53865591,53873189,7598,8
chr12,54066429,54069836,3407,5
chr12,54635689,54639898,4209,6
chr12,54639999,54645824,5825,9
chr12,54646011,54651297,5286,12
chr12,54651476,54673791,22315,5
chr12,54674606,54675169,563,52
chr12,54675286,54675578,292,72
chr12,54675725,54675873,148,91
chr12,54676084,54676177,93,48
chr12,54676270,54676356,86,44
chr12,54676449,54676583,134,55
chr12,54676658,54677595,937,99
chr12,54676658,54676862,204,9
chr12,54677018,54677595,577,8
chr12,54677751,54678041,290,193
chr12,54678101,54678332,231,419
chr12,54678101,54680445,2344,10
chr12,54680516,54680736,220,9
chr12,54741628,54741783,155,12
chr12,54743442,54744259,817,8
chr12,54852909,54854160,1251,6
chr12,54854255,54855892,1637,6
chr12,56119410,56119596,186,9
chr12,56119680,56119904,224,7
chr12,56120045,56120483,438,7
chr12,56188664,56189808,1144,9
chr12,56189860,56194345,4485,10
chr12,56194413,56194637,224,5
chr12,56437277,56437902,625,6
chr12,56498609,56500371,1762,6
chr12,56500500,56500773,273,10
chr12,56500879,56500970,91,5
chr12,56501040,56501304,264,14
chr12,56501397,56503013,1616,10
chr12,56503077,56503640,563,8
chr12,56503719,56504182,463,14
chr12,56504261,56504342,81,8
chr12,56504476,56504747,271,8
chr12,56505093,56505259,166,7
chr12,56505313,56506606,1293,11
chr12,56510443,56510558,115,75
chr12,56510583,56510972,389,81
chr12,56510714,56510972,258,6
chr12,56510995,56511265,270,163
chr12,56525100,56525260,160,5
chr12,56553514,56553758,244,8
chr12,56553932,56554026,94,20
chr12,56563479,56563559,80,6
chr12,56563695,56563927,232,11
chr12,56572840,56574760,1920,5
chr12,56574885,56575265,380,7
chr12,56575381,56575487,106,5
chr12,56577714,56577958,244,5
chr12,56668915,56669779,864,5
chr12,56676392,56676643,251,6
chr12,56811570,56811690,120,12
chr12,56814471,56814596,125,5
chr12,56814918,56815134,216,5
chr12,56817491,56817580,89,5
chr12,56999847,57000030,183,19
chr12,57000096,57000416,320,18
chr12,57000517,57003519,3002,10
chr12,57032207,57032889,682,17
chr12,57037371,57037620,249,6
chr12,57037742,57038564,822,5
chr12,57038739,57038954,215,22
chr12,57039137,57039620,483,5
chr12,57058282,57058559,277,12
chr12,57058584,57059987,1403,15
chr12,57060050,57064058,4008,14
chr12,57064148,57065532,1384,18
chr12,57065631,57066523,892,9
chr12,57066593,57066735,142,7
chr12,57066849,57081781,14932,8
chr12,57106336,57106569,233,70
chr12,57106692,57106845,153,128
chr12,57106974,57107320,346,80
chr12,57107467,57108145,678,41
chr12,57108223,57108385,162,78
chr12,57108471,57118235,9764,32
chr12,57118307,57119046,739,23
chr12,57128029,57132217,4188,5
chr12,57135360,57135529,169,5
chr12,57136880,57137848,968,5
chr12,57457127,57457853,726,5
chr12,57881982,57882801,819,5
chr12,57882892,57883049,157,6
chr12,57883128,57883206,78,5
chr12,57910120,57910217,97,10
chr12,57922792,57922942,150,7
chr12,58220880,58221334,454,6
chr12,62696701,62708570,11869,14
chr12,62708697,62715244,6547,16
chr12,62715390,62719652,4262,11
chr12,62777779,62777858,79,7
chr12,62783768,62784643,875,5
chr12,62784759,62784936,177,6
chr12,62786167,62786832,665,9
chr12,62790178,62794966,4788,5
chr12,62795055,62797972,2917,7
chr12,64803875,64808686,4811,8
chr12,64814301,64815014,713,6
chr12,64817024,64818378,1354,8
chr12,64821900,64823828,1928,9
chr12,64824067,64825317,1250,5
chr12,64825603,64827193,1590,6
chr12,64827383,64828286,903,15
chr12,64828403,64828573,170,8
chr12,64829454,64833023,3569,5
chr12,69004823,69042478,37655,9
chr12,69109520,69113120,3600,5
chr12,69113434,69114897,1463,6
chr12,69125040,69125386,346,9
chr12,69129124,69135592,6468,8
chr12,69633486,69644908,11422,5
chr12,69646934,69650476,3542,7
chr12,69981786,69981929,143,11
chr12,69983467,69985838,2371,5
chr12,69985939,69986755,816,16
chr12,69986883,69987289,406,5
chr12,69992201,69993642,1441,9
chr12,70729343,70731168,1825,6
chr12,72004537,72004837,300,9
chr12,72026294,72026665,371,6
chr12,72028084,72028483,399,5
chr12,72038098,72038656,558,8
chr12,72041593,72050664,9071,5
chr12,72289855,72290456,601,6
chr12,75895596,75895702,106,17
chr12,76441498,76442172,674,13
chr12,76441498,76442200,702,13
chr12,76442244,76442979,735,80
chr12,76443030,76443535,505,142
chr12,76443305,76443535,230,6
chr12,76443565,76444310,745,108
chr12,76444433,76446870,2437,19
chr12,76446890,76446984,94,10
chr12,76447130,76447549,419,63
chr12,76447689,76448798,1109,12
chr12,76448870,76449812,942,45
chr12,76449941,76453577,3636,65
chr12,76453658,76453917,259,17
chr12,76454059,76461150,7091,16
chr12,76461253,76462688,1435,24
chr12,76462774,76467982,5208,15
chr12,76468019,76478346,10327,12
chr12,76749801,76750405,604,5
chr12,76750508,76752485,1977,8
chr12,76752591,76762993,10402,5
chr12,76763602,76765227,1625,8
chr12,76778130,76779947,1817,5
chr12,76793754,76796468,2714,9
chr12,80169795,80172329,2534,7
chr12,80172380,80175594,3214,7
chr12,80175642,80180153,4511,8
chr12,80189539,80190561,1022,5
chr12,80190730,80190974,244,7
chr12,80214711,80214857,146,5
chr12,88439556,88440583,1027,5
chr12,88471121,88471473,352,5
chr12,88474172,88476807,2635,5
chr12,88524197,88524321,124,5
chr12,88524342,88524941,599,6
chr12,90020392,90021454,1062,6
chr12,93772197,93788384,16187,5
chr12,93788495,93789264,769,30
chr12,93789309,93792546,3237,19
chr12,93792631,93792952,321,15
chr12,93803855,93804509,654,5
chr12,93881436,93894951,13515,5
chr12,94725605,94727257,1652,6
chr12,95868106,95869846,1740,7
chr12,95869954,95876990,7036,9
chr12,95877056,95879654,2598,17
chr12,95887993,95888732,739,5
chr12,95897937,95905670,7733,5
chr12,95905774,95906576,802,14
chr12,95906692,95907427,735,5
chr12,96252854,96254945,2091,5
chr12,96259166,96259782,616,17
chr12,98909924,98921663,11739,5
chr12,98925616,98926600,984,5
chr12,98931350,98938007,6657,7
chr12,98938127,98938219,92,12
chr12,98938315,98938728,413,6
chr12,98938839,98940136,1297,6
chr12,98940225,98941350,1125,9
chr12,98995059,98995145,86,10
chr12,100606132,100606227,95,6
chr12,100704971,100706209,1238,5
chr12,100729684,100731164,1480,9
chr12,101790355,101794839,4484,5
chr12,102108423,102110505,2082,12
chr12,102117625,102120071,2446,5
chr12,104324342,104325298,956,12
chr12,104325401,104326054,653,134
chr12,104326196,104326603,407,37
chr12,104326720,104327733,1013,34
chr12,104328065,104331472,3407,14
chr12,104331584,104332117,533,53
chr12,104332237,104333286,1049,83
chr12,104333403,104335187,1784,24
chr12,104335484,104335609,125,7
chr12,104335675,104336304,629,11
chr12,104336574,104336851,277,12
chr12,104337097,104337515,418,29
chr12,104337652,104340395,2743,18
chr12,104340474,104340563,89,13
chr12,104340719,104341088,369,52
chr12,104341208,104341410,202,91
chr12,104517201,104519891,2690,5
chr12,104709674,104712690,3016,5
chr12,104715094,104719114,4020,7
chr12,104719207,104720124,917,7
chr12,104720201,104721292,1091,14
chr12,107236595,107237629,1034,5
chr12,107385779,107386564,785,8
chr12,108918283,108919233,950,5
chr12,108919386,108919875,489,7
chr12,108920330,108923918,3588,7
chr12,109041298,109042380,1082,6
chr12,109051199,109052513,1314,5
chr12,110719712,110720408,696,11
chr12,110771948,110777085,5137,9
chr12,110814021,110815197,1176,7
chr12,110873022,110873914,892,8
chr12,110874488,110874888,400,5
chr12,110878193,110883256,5063,9
chr12,110891676,110893390,1714,6
chr12,111158970,111159939,969,10
chr12,111160074,111160276,202,6
chr12,111160500,111162464,1964,7
chr12,111162569,111168333,5764,18
chr12,111168564,111169574,1010,6
chr12,111169706,111180457,10751,10
chr12,111923135,111923516,381,6
chr12,111924628,111926279,1651,9
chr12,111926584,111947352,20768,5
chr12,111947802,111948188,386,5
chr12,111956231,111957682,1451,10
chr12,112087846,112093369,5523,9
chr12,112513593,112515991,2398,7
chr12,112843180,112843656,476,56
chr12,112843841,112844097,256,8
chr12,112844146,112844550,404,16
chr12,112844694,112846043,1349,8
chr12,112846142,112846223,81,33
chr12,112846460,112847390,930,28
chr12,112884202,112888121,3919,7
chr12,112893867,112910747,16880,6
chr12,112926979,112939947,12968,8
chr12,112940060,112942498,2438,5
chr12,118462815,118463551,736,5
chr12,118610465,118615005,4540,10
chr12,120156214,120156503,289,6
chr12,120598059,120599293,1234,6
chr12,120622690,120628100,5410,5
chr12,120634737,120635124,387,5
chr12,120636803,120636920,117,8
chr12,120637008,120637112,104,6
chr12,120638634,120638885,251,7
chr12,120934356,120935875,1519,7
chr12,121003332,121004627,1295,6
chr12,121756227,121756303,76,5
chr12,121779872,121783641,3769,16
chr12,121858137,121858379,242,6
chr12,122460089,122468605,8516,5
chr12,122616930,122617894,964,5
chr12,122990253,122991380,1127,9
chr12,122991470,122992764,1294,10
chr12,122995735,122999651,3916,11
chr12,122999774,123001773,1999,15
chr12,123001977,123003385,1408,9
chr12,123003576,123005931,2355,12
chr12,123005975,123006689,714,7
chr12,123026674,123028146,1472,12
chr12,123057603,123057688,85,5
chr12,123057832,123058828,996,7
chr12,123089184,123089423,239,5
chr12,123098308,123099537,1229,6
chr12,123247476,123249850,2374,5
chr12,123249934,123252034,2100,18
chr12,123252151,123253328,1177,6
chr12,123253468,123253580,112,15
chr12,123664537,123665709,1172,5
chr12,123795676,123798166,2490,5
chr12,123800207,123801767,1560,5
chr12,123805413,123806081,668,14
chr12,123806279,123808226,1947,8
chr12,123810146,123810698,552,6
chr12,123812126,123812253,127,12
chr12,123815056,123815788,732,11
chr12,123821038,123825534,4496,9
chr12,123874101,123875176,1075,6
chr12,123875333,123879593,4260,11
chr12,123879813,123880891,1078,12
chr12,123880979,123888119,7140,9
chr12,123888179,123889430,1251,12
chr12,124069363,124071293,1930,6
chr12,124071486,124074888,3402,11
chr12,124074996,124081151,6155,19
chr12,124104271,124104510,239,8
chr12,124857156,124862782,5626,5
chr12,124870433,124882664,12231,5
chr12,124885219,124886949,1730,10
chr12,125396726,125397866,1140,8
chr12,125397780,125398008,228,6
chr12,125397813,125398041,228,13
chr12,131293249,131297501,4252,6
chr12,131297576,131306233,8657,5
chr12,131356671,131357128,457,5
chr12,131357465,131357547,82,12
chr12,131357673,131359090,1417,9
chr12,131359278,131360156,878,8
chr12,132198785,132199366,581,6
chr12,132512076,132512561,485,5
chr12,132528273,132528721,448,5
chr12,133067447,133084738,17291,5
chr12,133201396,133201490,94,5
chr12,133212610,133214599,1989,5
chr12,133349880,133350742,862,8
chr12,133350906,133351726,820,5
chr12,133354391,133357383,2992,9
chr12,133363141,133363278,137,8
chr12,133372806,133373124,318,5
chr12,133381608,133383762,2154,5
chr12,133383874,133384476,602,6
chr12,133393398,133398581,5183,5
chr13,21714820,21715024,204,5
chr13,21721066,21721324,258,5
chr13,22067492,22069299,1807,5
chr13,22088557,22095383,6826,5
chr13,25481098,25481228,130,5
chr13,25893488,25894667,1179,6
chr13,26975484,26975602,118,5
chr13,27828418,27829378,960,7
chr13,27829491,27830320,829,23
chr13,27830471,27830572,101,39
chr13,28004758,28006867,2109,5
chr13,29233324,29236546,3222,5
chr13,31036849,31037343,494,8
chr13,31037489,31037667,178,22
chr13,31711661,31712543,882,6
chr13,31712705,31712917,212,9
chr13,33092140,33095509,3369,6
chr13,33095586,33096318,732,7
chr13,33111164,33112754,1590,6
chr13,37582972,37583320,348,5
chr13,39612860,39613272,412,7
chr13,45725966,45781558,55592,6
chr13,45911523,45912794,1271,41
chr13,45912911,45913631,720,49
chr13,45913737,45914128,391,130
chr13,45914319,45914846,527,18
chr13,45914920,45915176,256,5
chr13,46594692,46616298,21606,6
chr13,46701858,46704948,3090,5
chr13,46705073,46708261,3188,6
chr13,46718655,46721042,2387,6
chr13,46721238,46722486,1248,5
chr13,46730705,46732656,1951,7
chr13,47345631,47351590,5959,6
chr13,48654111,48655780,1669,5
chr13,51523641,51528040,4399,5
chr13,53039600,53042412,2812,6
chr13,53042482,53047963,5481,9
chr13,60499004,60544077,45073,9
chr13,60566717,60582677,15960,5
chr13,73346977,73347821,844,5
chr13,73348197,73349348,1151,8
chr13,79943125,79945079,1954,6
chr13,79945297,79945976,679,5
chr13,79946065,79951513,5448,6
chr13,95887088,95899228,12140,6
chr13,98637867,98641315,3448,8
chr13,98642476,98642686,210,6
chr13,98649872,98652792,2920,6
chr13,98662267,98662356,89,7
chr13,98667895,98667979,84,13
chr13,98668035,98668982,947,14
chr13,98672063,98673245,1182,8
chr13,103309557,103315997,6440,5
chr13,103328765,103330576,1811,6
chr13,107196066,107196154,88,5
chr13,107196508,107209395,12887,25
chr13,107212005,107219920,7915,11
chr13,111953194,111953824,630,5
chr13,111953879,111955337,1458,6
chr13,113889459,113891136,1677,5
chr13,113909439,113914920,5481,8
chr13,114265377,114277494,12117,5
chr14,20793812,20794874,1062,6
chr14,20923862,20924072,210,8
chr14,20924260,20924826,566,6
chr14,20937694,20940466,2772,5
chr14,21679465,21679564,99,51
chr14,21679725,21679968,243,92
chr14,21680082,21681118,1036,14
chr14,21681276,21698477,17201,7
chr14,21698525,21699155,630,5
chr14,21702388,21731469,29081,6
chr14,21820977,21821646,669,6
chr14,21831487,21831596,109,6
chr14,21838055,21838494,439,7
chr14,21838647,21840032,1385,5
chr14,23528683,23530292,1609,9
chr14,23530393,23530506,113,21
chr14,23532283,23532644,361,8
chr14,23532786,23533313,527,5
chr14,23550018,23550956,938,5
chr14,23791029,23791389,360,29
chr14,23791504,23792207,703,17
chr14,23792275,23792585,310,7
chr14,23792692,23793173,481,6
chr14,23793261,23793346,85,13
chr14,23793498,23794455,957,8
chr14,24029245,24029463,218,5
chr14,24606640,24606728,88,12
chr14,24607326,24607404,78,6
chr14,24617331,24617466,135,6
chr14,24686429,24687338,909,9
chr14,24687421,24687589,168,9
chr14,31103243,31107330,4087,6
chr14,31107453,31108982,1529,5
chr14,31119856,31122694,2838,5
chr14,31142553,31143129,576,5
chr14,31144271,31163978,19707,5
chr14,31169464,31171501,2037,5
chr14,31348691,31349657,966,7
chr14,31424899,31425344,445,11
chr14,31609203,31611063,1860,6
chr14,31619427,31626045,6618,7
chr14,31869718,31872055,2337,7
chr14,35032381,35036891,4510,5
chr14,35037219,35044961,7742,5
chr14,35264971,35269429,4458,12
chr14,35488280,35492115,3835,6
chr14,35497389,35498266,877,7
chr14,35777294,35778119,825,5
chr14,39645353,39645730,377,8
chr14,39647120,39648294,1174,9
chr14,39648450,39648527,77,16
chr14,39648666,39649706,1040,8
chr14,45585455,45587230,1775,5
chr14,45587328,45590089,2761,8
chr14,45590157,45590687,530,7
chr14,45590823,45598996,8173,8
chr14,45693949,45695945,1996,5
chr14,45696039,45696865,826,5
chr14,50052767,50053002,235,14
chr14,50256291,50262508,6217,5
chr14,54894559,54896978,2419,13
chr14,55408408,55411049,2641,6
chr14,55411188,55422278,11090,5
chr14,55625459,55629688,4229,10
chr14,55637505,55642063,4558,6
chr14,55644054,55646346,2292,7
chr14,55646417,55647373,956,8
chr14,55655898,55658180,2282,8
chr14,56094746,56096674,1928,7
chr14,56096815,56099952,3137,7
chr14,56101376,56103166,1790,5
chr14,56103254,56103915,661,9
chr14,56104082,56104496,414,6
chr14,56104565,56105902,1337,5
chr14,56106721,56107091,370,6
chr14,56107160,56107650,490,5
chr14,56107688,56107844,156,8
chr14,56107926,56108409,483,5
chr14,56114833,56115519,686,9
chr14,56119803,56120276,473,6
chr14,56120314,56122759,2445,8
chr14,56122850,56125263,2413,6
chr14,56125332,56126383,1051,6
chr14,56137527,56138283,756,13
chr14,56138373,56138502,129,9
chr14,56138595,56139347,752,5
chr14,56139419,56139646,227,10
chr14,56139730,56142552,2822,12
chr14,56142636,56145069,2433,6
chr14,57698433,57699384,951,5
chr14,58718960,58724462,5502,5
chr14,58730488,58734191,3703,7
chr14,58737203,58737651,448,8
chr14,58737716,58738568,852,6
chr14,58832018,58832235,217,5
chr14,62259620,62261666,2046,6
chr14,65390844,65392727,1883,6
chr14,67848407,67849163,756,5
chr14,70235391,70235514,123,11
chr14,70235613,70235898,285,12
chr14,70237257,70237711,454,7
chr14,70237822,70237910,88,31
chr14,73566141,73566374,233,5
chr14,73572993,73574533,1540,7
chr14,73574607,73576049,1442,7
chr14,73578958,73580993,2035,6
chr14,73581041,73586420,5379,5
chr14,75180255,75181574,1319,5
chr14,75602589,75614366,11777,5
chr14,75614440,75618734,4294,6
chr14,78174551,78177180,2629,11
chr14,78182222,78183838,1616,13
chr14,78187171,78189523,2352,8
chr14,81651964,81658862,6898,7
chr14,81682858,81686832,3974,7
chr14,90725557,90726458,901,5
chr14,90729786,90730005,219,8
chr14,90870312,90870722,410,6
chr14,91928583,91929078,495,7
chr14,91942310,91942751,441,5
chr14,92548810,92549469,659,5
chr14,92620802,92621466,664,7
chr14,96986565,96987342,777,10
chr14,96987409,96991646,4237,15
chr14,96991728,96993766,2038,5
chr14,96994343,96997811,3468,9
chr14,97014255,97018816,4561,5
chr14,97022750,97026985,4235,6
chr14,97313681,97319167,5486,5
chr14,97322587,97322864,277,5
chr14,97327072,97342366,15294,11
chr14,97342457,97347513,5056,9
chr14,99961966,99967102,5136,9
chr14,99967208,99967692,484,5
chr14,100826999,100828044,1045,6
chr14,102228257,102229241,984,67
chr14,102229307,102252354,23047,15
chr14,102229307,102231490,2183,10
chr14,102323222,102348497,25275,10
chr14,102348608,102349593,985,18
chr14,102349686,102349768,82,16
chr14,102349899,102356573,6674,5
chr14,102356633,102359336,2703,8
chr14,102360897,102368055,7158,11
chr14,102368226,102372738,4512,5
chr14,102376027,102378737,2710,27
chr14,102431284,102442048,10764,18
chr14,102445829,102446055,226,5
chr14,102449946,102452023,2077,12
chr14,102453100,102453789,689,6
chr14,102455189,102457863,2674,5
chr14,102458010,102460520,2510,6
chr14,102461186,102461322,136,14
chr14,102461637,102463371,1734,6
chr14,102466481,102466622,141,9
chr14,102467691,102467871,180,9
chr14,102476796,102477076,280,9
chr14,102478807,102481441,2634,5
chr14,102481669,102482192,523,7
chr14,102496275,102496498,223,13
chr14,102496619,102498608,1989,11
chr14,102515919,102516050,131,6
chr14,102516219,102516407,188,5
chr14,102516535,102516771,236,7
chr14,102548158,102548447,289,6
chr14,102548781,102549370,589,61
chr14,102549639,102549882,243,37
chr14,102550030,102550129,99,12
chr14,102550320,102550735,415,9
chr14,102550901,102551017,116,18
chr14,102551335,102551634,299,26
chr14,102551768,102552094,326,19
chr14,102552461,102552553,92,8
chr14,102552715,102553322,607,7
chr14,103174920,103177271,2351,7
chr14,103932779,103933415,636,7
chr14,104143860,104145720,1860,6
chr15,23283153,23285704,2551,7
chr15,25602043,25605529,3486,5
chr15,25620910,25650607,29697,5
chr15,25650649,25652213,1564,6
chr15,28475646,28478291,2645,5
chr15,30058745,30064266,5521,9
chr15,30936905,30938316,1411,5
chr15,32917834,32920928,3094,11
chr15,32926242,32927977,1735,5
chr15,32928116,32928457,341,5
chr15,35149307,35152242,2935,5
chr15,35236629,35240464,3835,5
chr15,40246185,40247820,1635,9
chr15,40328701,40329186,485,6
chr15,40329219,40330482,1263,28
chr15,40453456,40457253,3797,10
chr15,40468874,40475914,7040,6
chr15,40477580,40477751,171,5
chr15,40488975,40491815,2840,13
chr15,40491928,40492444,516,6
chr15,40501976,40502310,334,7
chr15,40675245,40675428,183,8
chr15,40681812,40682036,224,5
chr15,40917838,40920267,2429,8
chr15,40939272,40942498,3226,6
chr15,41576308,41577422,1114,8
chr15,41578298,41590238,11940,6
chr15,41625248,41634583,9335,7
chr15,41634652,41641295,6643,9
chr15,41641439,41643185,1746,7
chr15,41643327,41648236,4909,8
chr15,41650456,41657599,7143,5
chr15,41668026,41669393,1367,11
chr15,41669502,41672290,2788,29
chr15,41750074,41756968,6894,6
chr15,41757083,41758338,1255,9
chr15,41758450,41762454,4004,9
chr15,42005694,42019377,13683,6
chr15,42738856,42740269,1413,6
chr15,42744152,42749155,5003,8
chr15,42820618,42821872,1254,6
chr15,44046100,44048846,2746,7
chr15,44048964,44053621,4657,5
chr15,44057764,44058084,320,7
chr15,44058210,44058925,715,5
chr15,44060795,44061715,920,18
chr15,44061844,44062447,603,22
chr15,44062527,44062720,193,16
chr15,44062778,44063302,524,22
chr15,44084581,44085172,591,24
chr15,44085281,44085907,626,35
chr15,44093385,44093715,330,7
chr15,44093767,44093908,141,6
chr15,44134714,44134825,111,5
chr15,44143443,44149143,5700,7
chr15,44153584,44158325,4741,7
chr15,44624276,44629960,5684,11
chr15,44630105,44630434,329,7
chr15,44695252,44705533,10281,6
chr15,44751398,44776421,25023,7
chr15,44776560,44778748,2188,6
chr15,44829625,44843073,13448,14
chr15,44843128,44843628,500,9
chr15,44843720,44846750,3030,23
chr15,44846865,44849686,2821,10
chr15,44852520,44853215,695,16
chr15,44900803,44903037,2234,5
chr15,44925835,44941063,15228,5
chr15,44949494,44951276,1782,5
chr15,45007899,45008526,627,9
chr15,45008554,45009804,1250,7
chr15,45897712,45898592,880,8
chr15,48626705,48628242,1537,10
chr15,48633560,48633711,151,11
chr15,48633782,48634218,436,12
chr15,49037189,49040639,3450,6
chr15,49052463,49054587,2124,5
chr15,49074427,49076169,1742,13
chr15,49423013,49425955,2942,6
chr15,49426008,49426126,118,7
chr15,49426305,49426536,231,7
chr15,49426711,49429346,2635,10
chr15,49431850,49436423,4573,6
chr15,50854005,50862083,8078,6
chr15,50868116,50870835,2719,5
chr15,50870861,50873070,2209,7
chr15,50873105,50875285,2180,5
chr15,50881853,50884107,2254,6
chr15,50897341,50899396,2055,10
chr15,50902158,50903289,1131,5
chr15,51829956,51830409,453,5
chr15,52161570,52179785,18215,6
chr15,52194233,52200972,6739,13
chr15,52251023,52252095,1072,6
chr15,52844301,52849296,4995,6
chr15,55474423,55475512,1089,29
chr15,55475598,55477559,1961,11
chr15,55477623,55483172,5549,7
chr15,55516210,55520806,4596,5
chr15,55520910,55522598,1688,5
chr15,55522684,55526979,4295,6
chr15,55669348,55670497,1149,7
chr15,56993270,56993370,100,5
chr15,57555472,57565227,9755,5
chr15,58258025,58284902,26877,8
chr15,58302976,58306055,3079,5
chr15,58306196,58306374,178,8
chr15,59181753,59182479,726,6
chr15,59185259,59185477,218,5
chr15,59185563,59186019,456,7
chr15,59193486,59204761,11275,6
chr15,59204809,59205697,888,7
chr15,59399649,59399755,106,11
chr15,59407075,59408888,1813,10
chr15,59415826,59416965,1139,6
chr15,59934461,59942867,8406,5
chr15,60639888,60641273,1385,5
chr15,60644018,60644581,563,5
chr15,62146757,62147069,312,5
chr15,62212846,62214145,1299,5
chr15,62258341,62259566,1225,5
chr15,62266616,62269280,2664,5
chr15,62284001,62292762,8761,7
chr15,62315719,62325639,9920,5
chr15,63964893,63966540,1647,5
chr15,63972359,63972735,376,8
chr15,63972975,63978557,5582,8
chr15,63978734,63981787,3053,5
chr15,64021848,64025122,3274,6
chr15,64045284,64046703,1419,6
chr15,64046847,64047427,580,8
chr15,64365227,64367690,2463,5
chr15,64448344,64448923,579,12
chr15,64449108,64452302,3194,5
chr15,65268893,65273201,4308,7
chr15,65451089,65454941,3852,6
chr15,65454983,65456366,1383,7
chr15,65471389,65472381,992,7
chr15,65739344,65743336,3992,5
chr15,65849241,65851017,1776,7
chr15,65864704,65868640,3936,9
chr15,66791990,66792393,403,87
chr15,66792514,66792630,116,102
chr15,66792714,66793286,572,47
chr15,66793443,66793712,269,49
chr15,66793842,66794125,283,36
chr15,66794250,66794949,699,17
chr15,66795088,66795395,307,21
chr15,66795502,66795695,193,22
chr15,66795867,66797125,1258,97
chr15,67524235,67528316,4081,5
chr15,69072481,69072748,267,27
chr15,69072812,69075294,2482,25
chr15,69075392,69076735,1343,13
chr15,69076934,69079751,2817,7
chr15,69728600,69728902,302,6
chr15,69732416,69732646,230,13
chr15,69745359,69745985,626,16
chr15,69746060,69747508,1448,96
chr15,69747626,69747766,140,98
